seqCorp,法人コード,法人の名称,法人の名称フリガナ,法人区分,行政庁,法人番号(JCN),郵便番号,主たる事務所の住所,代表電話番号,代表者の氏名,ホームページアドレス,事業年度,事業の種類,事業の概要,税額控除に係る証明
21724,A023944,公益財団法人白門奨学会,コウエキザイダンホウジンハクモンショウガクカイ,公益財団法人,東京都,6010005003314,101-8324,東京都千代田区神田駿河台3丁目11番地,03-6261-1618,久野修慈,https://gakuinkai.net/hakumon/,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,高等教育を受ける学生及び大学等の研究機関で研究に従事する者のうち、学業・人物ともに優秀かつ健康であって、経済的理由により修学又は研究の継続が困難な者に対し、奨学援助を行い、社会有用の人材を育成する事業,
21731,A023684,公益財団法人美術文化振興協会,コウエキザイダンホウジンビジュツブンカシンコウキョウカイ,公益財団法人,内閣府,9011305001277,136-0074,東京都江東区東砂3-23-19,090-3104-9475,大津 英敏,https://www.finearts.or.jp/,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",広く美術家の交流を促進し、日本文化の伝統を基盤とした創作活動を奨励、諸外国との美術文化交流を図り、わが国及び諸外国の美術文化の向上と発展に寄与する為、国際交流、研究会・講演会、展覧会、顕彰事業を行う。,
21732,A006833,公益財団法人仁科記念財団,コウエキザイダンホウジンニシナキネンザイダン,公益財団法人,内閣府,8010005016636,113-0021,東京都文京区本駒込2丁目28番45号,03-3942-1718,梶田 隆章,http://www.nishina-mf.or.jp,04月01日~03月31日,学術及び科学技術の振興を目的とする事業,わが国の現代物理学の父である仁科芳雄博士の功績を記念して、原子物理学およびその応用を中心とする科学技術の振興と学術文化の交流の促進を援助している,【証明】公益財団法人仁科記念財団〔税額控除〕
21734,A006125,公益財団法人滋賀県身体障害者福祉協会,コウエキザイダンホウジンシガケンシンタイショウガイシャフクシキョウカイ,公益財団法人,滋賀県,8160005009484,525-0072,滋賀県草津市笠山8丁目5番130号,077-565-4832,大西 孝雄,https://www.kenshinkyo-shiga.com,04月01日~03月31日,障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業,心身障害者の更生福祉の増進と社会参加の促進。心身障害者に関する各種の相談に応じるとともに心身障害者の教養の向上、健康の増進、社会との交流促進等のための便宜を総合的に供与し、心身障害者の福祉増進を図る,
21737,A015201,公益財団法人平成メモリアルパーク,コウエキザイダンホウジンヘイセイメモリアルパーク,公益財団法人,島根県,5280005006654,690-0860,島根県松江市西法吉町741番地2,0852-27-8946,玄行 登,http://heiseimp.fc2web.com/index.html,04月01日~03月31日,公衆衛生の向上を目的とする事業,当法人は、公衆衛生の向上に寄与することを目的として、宗派を問わず地域住民に墓地を貸付けし、墓地の維持及び管理を行っている。,
21739,A006189,公益財団法人宮崎県学校給食会,コウエキザイダンホウジン ミヤザキケンガッコウキュウショクカイ,公益財団法人,宮崎県,4350005005014,880-0121,宮崎県宮崎市大字島之内7562番地,0985-39-6161,長渡 利光,http://www.miyazaiki-gk.jp,04月01日~03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",学校給食の円滑な実施並びに充実・発展に努め、園児・児童・生徒の心身の健全な発達に資するため、適正円滑な給食物資の安定供を行う。,
21741,A006225,公益財団法人中信育英会,コウエキザイダンホウジンチュウシンイクエイカイ,公益財団法人,京都府,1130005012398,600-8009,京都府京都市下京区四条通室町東入函谷鉾町91番地の京都中央信用金庫内,075-223-8385,白波瀬 誠,https://www.chushin.co.jp/ikuei/,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,学生の町・京都において、京都府内の大学に在学し、経済的事由により修学困難な学生に給付型奨学援護をする事業。また、奨学生の交流に関する事業。,
21748,A006013,公益財団法人 岡山県老人クラブ連合会,コウエキザイダンホウジンオカヤマケンロウジンクラブレンゴウカイ,公益財団法人,岡山県,9260005009003,700-0807,岡山県岡山市北区南方2丁目13番1号岡山県総合福祉・ボランティア・NPO会館2階,086-226-2877,安田 泰治,http://okaroren.info/,04月01日~03月31日,"高齢者の福祉の増進を目的とする事業、
児童又は青少年の健全な育成を目的とする事業",老人クラブ会員の活動に関すること,
21749,A023206,公益財団法人セディア財団,コウエキザイダンホウジンセディアザイダン,公益財団法人,内閣府,6010005020573,100-0004,東京都千代田区大手町1-3-2経団連会館12F,03-6478-1335,渡邊 元,http://sedia-found.org,04月01日~03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
勤労意欲のある者に対する就労の支援を目的とする事業、
公衆衛生の向上を目的とする事業、
児童又は青少年の健全な育成を目的とする事業",この法人は、恵まれた大自然の中での自然体験・野外活動及びスポーツを通じて健康で活力に満ちた心身ともに豊かな人間を育てることで、時代を担う青少年の育成、高齢者の生涯現役の持続、障害者の自立支援を行う。,
21751,A006471,公益財団法人ベルマーク教育助成財団,コウエキザイダンホウジンベルマークキョウイクジョセイザイダン,公益財団法人,内閣府,5010005017067,130-0026,東京都墨田区両国3-25-5,03-5638-2320,銭谷 眞美,http://www.bellmark.or.jp,04月01日~03月31日,国政の健全な運営の確保に資することを目的とする事業,学校等における教育設備の整備を含む教育環境の充実を助成するとともに、特に教育設備・教育環境の整備充実が緊要な災害被災校、へき地学校、特別支援校、在外日本人学校ならびに国内外の子どもたちを支援する団体や施設等に対する援助を行う。,
21754,A023193,公益財団法人一橋大学基督教青年会,コウエキザイダンホウジン ヒトツバシダイガクキリストキョウセイネンカイ,公益財団法人,東京都,7010005015754,186-0002,東京都国立市東1丁目20番12号YMCA一橋寮,042-843-0542,齋藤 金義,http://ymca-hitotsubashi.jimdo.com/,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,"キリスト教精神に基づく学生寮を運営し、学生寮を基盤に、学生を対象とした研究会の開
催や他大学YMCA、OB有識者と学生の交流を通じて、学生の霊性、知性、身体の健全な発達を図る。",
21771,A006222,公益財団法人廣西・ロジネットジャパン社会貢献基金,コウエキザイダンホウジンヒロニシ・ロジネットジャパンシャカイコウケンキキン,公益財団法人,北海道,8430005006355,060-0042,北海道札幌市中央区大通西8丁目2番地6LNJ札幌大通公園ビル内,011-251-4117,木村 輝美,http://www.loginet-japan.com/ja/hironishi.html,04月01日~03月31日,障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業,障害者若しくは生活困窮者又は事故、災害による被害者への支援を行うことによって社会に貢献することを目的とする事業,
21775,A006205,公益財団法人静岡県産業振興財団,コウエキザイダンホウジン シズオカケンサンギョウシンコウザイダン,公益財団法人,静岡県,8080005006267,420-0853,静岡県静岡市葵区追手町44番地の1,054-273-4430,中西 勝則,http://www.ric-shizuoka.or.jp,04月01日~03月31日,地域社会の健全な発展を目的とする事業,公益財団法人静岡県産業振興財団_kana,
21786,A006117,公益財団法人齋藤憲三・山崎貞一顕彰会,コウエキザイダンホウジンサイトウケンゾウ・ヤマザキテイイチケンショウカイ,公益財団法人,秋田県,2410005002238,018-0402,秋田県にかほ市平沢字立沢200番地,0184-35-6543,横山 忠長,http://www.saito-kenzo.jp/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業",齋藤憲三・山崎貞一両先生の遺徳を顕彰し、遺訓「科学する心」を後世に継承して秋田県内の科学教育振興に寄与するため、児童・生徒、教員、団体の科学に関する研究、施設などへの奨励助成及び表彰顕彰を行う。,
21789,A006081,公益財団法人仁和会,コウエキザイダンホウジンジンワカイ,公益財団法人,岡山県,6260005009030,714-0022,岡山県笠岡市園井2263,0865-62-5321,長瀬 輝諠,http://www.momonosato-hp.com/,04月01日~03月31日,,精神障害者に対する医療・福祉支援と地域の精神保健及び公衆衛生の向上を目的とする事業,
21791,A006446,公益財団法人津南町農業公社,コウエキザイダンホウジンツナンマチノウギョウコウシャ,公益財団法人,新潟県,3110005014758,949-8201,新潟県中魚沼郡津南町大字下船渡戊585番地,025-765-3115,桑原 悠,http://www.town.tsunan.niigata.jp,04月01日~03月31日,地域社会の健全な発展を目的とする事業,"・農業の担い手の育成支援に関する事業
・農作業の支援に関する事業
・農用地の保全に関する事業
・農業経営基盤強化促進法第4条第3項に規定する農地利用集積円滑化事業
・その他必要な事業",
21792,A023365,公益財団法人緑進協会,コウエキザイダンホウジンリョクシンキョウカイ,公益財団法人,内閣府,3290005001177,812-0013,福岡県福岡市博多区博多駅東1丁目1番33号はかた近代ビル6F,092-431-0220,福田 高志,http://www.ryokushin-kyoukai.jp,04月01日~03月31日,国土の利用、整備又は保全を目的とする事業,桜の苗木の植栽を通して国花である桜を愛する心を広く県民に呼びかけることにより、国土の保全と美化を行うとともに、失われつつある国を愛する心を再び思い起こし、自然を大切にする心を育むことを目的とする。,
21819,A015601,公益財団法人角屋保存会,コウエキザイダンホウジンスミヤホゾンカイ,公益財団法人,京都府,9130005012787,600-8828,京都府京都市下京区西新屋敷揚屋町32番地,075-351-0024,中川 清生,https://sumiyaho.sakura.ne.jp,04月01日~03月31日,文化及び芸術の振興を目的とする事業,角屋の重要文化財建造物及び庭園の保存及び公開。伝来の美術品等の保存・調査研究。美術館の設置、運営。茶会等伝統行事及び歌舞音曲等時代風俗の保存継承及び公開。,
21834,A015412,公益財団法人福岡市施設整備公社,コウエキザイダンホウジン フクオカシシセツセイビコウシャ,公益財団法人,福岡県,1290005003051,810-0072,福岡県福岡市中央区長浜3丁目11番3号,092-738-7220,宮本 章信,https://www.seibicop.or.jp/,04月01日~03月31日,"事故又は災害の防止を目的とする事業、
地域社会の健全な発展を目的とする事業",公共建築物の維持保全、管理等の受託に関する事業、公共建築物の維持保全に関する調査研究事業、学校施設等の建設、貸付及び譲渡に関する事業,
21835,A006121,公益財団法人豊橋市国際交流協会,コウエキザイダンホウジントヨハシシコクサイコウリュウキョウカイ,公益財団法人,愛知県,9180305002285,440-0888,愛知県豊橋市駅前大通二丁目81番地emCAMPUS EAST2階,0532-55-3671,松井孝悦,http://www.toyohashi-tia.or.jp/,04月01日~03月31日,国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業,地域の国際交流活動及び国際協力活動を推進するとともに、様々な国籍や多様な文化を背景とした人々がともに安心して暮らせる地域づくりを推進し、豊橋市の国際化に寄与する。,
21840,A006615,公益財団法人竜の子財団,コウエキザイダンホウジンタツノコザイダン,公益財団法人,内閣府,5011105005060,160-0022,東京都東京都新宿区新宿3丁目1番24号,03-5367-2002,秋元 竜弥,http://www.tatsunoko.jp/index.html,04月01日~03月31日,"児童又は青少年の健全な育成を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",我が国の大学・大学院で学ぶ外国人私費留学生に対する奨学金の給付及び奨学生に対する指導・助言,
21841,A015137,公益財団法人盛岡国際交流協会,コウエキザイダンホウジンモリオカコクサイコウリュウキョウカイ,公益財団法人,岩手県,4400005000240,020-0023,岩手県盛岡市内丸12番2号,019-626-7524,鎌 田 英 樹,http://www.mira-morioka.com/,04月01日~03月31日,国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業,当法人は、盛岡市の歴史、文化等を生かし、幅広い分野の国際交流活動等を展開することで、市民の国際相互理解・協力思想の促進を図り、｢世界に開かれた魅力あるまち・盛岡｣の創造に寄与することを目的とする。,
21852,A015985,公益財団法人人権擁護協力会,コウエキザイダンホウジンジンケンヨウゴキョウリョクカイ,公益財団法人,内閣府,2010005018638,101-0021,東京都千代田区外神田2丁目2番17号,03-5298-3650,中村 浩紹,http://www.k-jinken.or.jp,04月01日~03月31日,男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業,"1 人権擁護委員が行う人権教室等の支援
2 人権擁護活動に携わる方々の能力開発及び人材育成
3 人権擁護活動に取り組む団体及び個人への支援
4 人権関係情報の収集及び広報活動",【証明】公益財団法人人権擁護協力会[税額控除]
21863,A006667,公益財団法人玉村町文化振興財団,コウエキザイダンホウジンタマムラマチブンカシンコウザイダン,公益財団法人,群馬県,7070005004198,370-1105,群馬県佐波郡玉村町大字福島325番地,0270-65-0600,横堀 德壽,http://www.tamamura-bunka.or.jp/,04月01日~03月31日,文化及び芸術の振興を目的とする事業,芸術文化の振興に関する事業の運営を行い、地域社会の文化の振興と発展に寄与すること。,
21869,A006078,公益財団法人新潟県歯科保健協会,コウエキザイダンホウジンニイガタケンシカホケンキョウカイ,公益財団法人,新潟県,7110005014770,950-0982,新潟県新潟市中央区堀之内南3丁目8番13号,025-283-0525,松崎 正樹,http://niigata-dhs.com,04月01日~03月31日,公衆衛生の向上を目的とする事業,県民の健康増進に寄与するため、歯科疾患予防、歯科保健知識の普及啓発、表彰及びコンクール等の事業を実施する,
21876,A006193,公益財団法人富山県交通安全協会,コウエキザイダンホウジントヤマケンコウツウアンゼンキョウカイ,公益財団法人,富山県,1230005007966,931-8441,富山県富山市高島62番地1,076-451-1851,翠田章男,http://www.safty-toyama.or.jp/,04月01日~03月31日,事故又は災害の防止を目的とする事業,交通安全活動事業,
21877,A015141,公益財団法人深谷市地域振興財団,コウエキザイダンホウジンフカヤシチイキシンコウザイダン,公益財団法人,埼玉県,1030005013547,366-0801,埼玉県深谷市上野台2568番地,048-551-5085,理事長   坂田 秋雄,http://city-fukayakousha.com/bigturtle/,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
高齢者の福祉の増進を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地域社会の健全な発展を目的とする事業",文化・スポーツ・レクリエーション並びに地域産業を総合的に振興し、これらの活動拠点となる施設を市民が快適に利用できるよう有効かつ効率的に運営することにより、活気に満ちた地域のコミュニティの推進に寄与する。,
21881,A015746,公益財団法人三重県動物管理事務所,コウエキザイダンホウジンミエケンドウブツカンリジムショ,公益財団法人,三重県,8190005000515,514-1254,三重県津市森町字中大谷2438番地の2,059-256-4168,永田克行,http://mie-dakc.server-shared.com/,04月01日~03月31日,公衆衛生の向上を目的とする事業,狂犬病予防法等に基づき三重県及び四日市市が実施する施策の一部の委託を受け、犬による県民への危害発生防止のため、小動物の適正な管理に努め、県民の生活環境の保全とともに動物愛護精神の高揚を図る。,
21898,A015992,公益財団法人アクロス福岡,コウエキザイダンホウジンアクロスフクオカ,公益財団法人,福岡県,5290005013682,810-0001,福岡県福岡市中央区天神1丁目1番1号,092-725-9111,津上 賢治,http://www.acros.or.jp/,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
地域社会の健全な発展を目的とする事業",国際・文化・情報の交流拠点であるアクロス福岡において、県民文化の向上と地域活性化に寄与するために文化振興、情報提供、貸館の各事業を展開している。,
21904,A015869,公益財団法人石川県老人クラブ連合会,コウエキザイダンホウジンイシカワケンロウジンクラブレンゴウカイ,公益財団法人,石川県,4220005007378,920-0964,石川県金沢市本多町3丁目1番10号,076-224-1700,須野原 雄,http://www.asunaroclub.jp/,04月01日~03月31日,高齢者の福祉の増進を目的とする事業,高齢者の福祉の増進を目的とする事業,
21907,A015989,公益財団法人楽天未来のつばさ,コウエキザイダンホウジンラクテンミライノツバサ,公益財団法人,内閣府,1010005017054,107-0062,東京都東京都港区南青山2-6-21楽天クリムゾンハウス青山,050-5581-7300,青木晴樹,https://www.mirainotsubasa.or.jp,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,児童養護施設、母子生活支援施設などの児童福祉施設や里親家庭で暮らす子どもへの自立奨学支援、それに伴う社会適応サポート、自立した人たちによる相互扶助活動を行います。,【証明】公益財団法人楽天未来のつばさ[税額控除]
21910,A006893,公益財団法人内田エネルギー科学振興財団,コウエキザイダンホウジン ウチダエネルギーカガクシンコウザイダン,公益財団法人,新潟県,1110005006609,955-0863,新潟県三条市東新保7番7号,0256-36-2701,内田 力,http://www.corona.co.jp/energy/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
事故又は災害の防止を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
地域社会の健全な発展を目的とする事業",エネルギー資源及び環境保護並びに災害防止等に関する科学技術の試験研究、普及活動及び地域活性化・再生活動並びに生活弱者の自立に向けた活動への助成により新潟県の産業・経済の振興と福祉の向上に寄与する。,
21915,A006704,公益財団法人金津創作の森財団,コウエキザイダンホウジンカナヅソウサクノモリザイダン,公益財団法人,福井県,1210005004032,919-0806,福井県あわら市宮谷第57号2番地19,0776-73-7800,大代 紀夫,http://www.sosaku.jp,04月01日~03月31日,文化及び芸術の振興を目的とする事業,金津創作の森の管理運営及び文化振興の推進に関する事業。,
21916,A023881,公益財団法人佐賀未来創造基金,コウエキザイダンホウジンサガミライソウゾウキキン,公益財団法人,佐賀県,5300005006123,840-0813,佐賀県佐賀市唐人二丁目5番25号,0952-26-2228,山田 健一郎,https://www.sagamirai.jp/,04月01日~03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
地域社会の健全な発展を目的とする事業",本事業は、佐賀県内のあらゆる人たちが主体的に地域の未来を担い合うために、資金その他必要な資源を循環させる仕組みをつくり、地域で支え合う社会を実現するために、地域社会の課題解決や活性化及び新しい価値の創造に係る事業に取り組むことを目的とする。,【証明】公益財団法人佐賀未来創造基金〔税額控除〕
21920,A006271,公益財団法人三郷市文化振興公社,コウエキザイダンホウジンミサトシブンカシンコウコウシャ,公益財団法人,埼玉県,5030005005895,341-0018,埼玉県三郷市早稲田5丁目4番地1三郷市文化会館内,048-959-9393,木津 雅晟,https://www.misato-hall.com,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地域社会の健全な発展を目的とする事業",市民の文化芸術及びスポーツの振興を図るとともに、施設の活性化と効率的利用を促進し、市民福祉の増進とコミュニティ活動の振興に関する事業を実施しています。,
21928,A006000,公益財団法人藤岡市文化振興事業団,コウエキザイダンホウジンフジオカシブンカシンコウジギョウダン,公益財団法人,群馬県,5070005008309,375-0024,群馬県藤岡市藤岡2728番地,0274-22-5511,秋葉 正道,http://mikabomirai.jp/,04月01日~03月31日,文化及び芸術の振興を目的とする事業,地域文化の創造と市民福祉の増進を目的とした事業及び地域文化活動の拠点の運営事業(文化施設の管理運営業務),
21929,A015436,公益財団法人新潟市スポーツ協会,コウエキザイダンホウジンニイガタシスポーツキョウカイ,公益財団法人,新潟県,6110005014821,951-8132,新潟県新潟市中央区一番堀通町3番地1,025-266-8250,中原 八一,http://www.niigatashi-sports.or.jp/,04月01日~03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",新潟市及びその周辺地域におけるスポーツの普及振興に関する事業を行い、市民及び周辺地域住民の体力向上を図り、スポーツ精神を養うことに寄与する事業。,
21935,A023069,公益財団法人和歌山県学校給食会,コウエキザイダンホウジン ワカヤマケンガッコウキュウショクカイ,公益財団法人,和歌山県,3170005001214,640-8150,和歌山県和歌山市十三番丁30番地,073-422-1810,深野泰宏,https://www.waka-gk.jp,04月01日~03月31日,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業,学校教育活動の一環として実施される学校給食に対して、学校給食用物資の安定供給及び学校給食の普及活動に関する事業並びに学校給食を通じた教育の支援に関する事業を実施する。,
21941,A015318,公益財団法人KTNスポーツ・文化振興財団,コウエキザイダンホウジンケイティエヌスポーツブンカシンコウザイダン,公益財団法人,長崎県,9310005000740,850-8688,長崎県長崎市金屋町1番7号,095-827-2009,大澤 徹也,http://www.ktn.co.jp/sports/,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",長崎県のアマチュアスポーツと文化活動を奨励または助成し、地域におけるスポーツの振興と文化活動の発展に寄与する。,
21953,A006300,公益財団法人北信奨学財団,コウエキザイダンホウジンホクシンショウガクザイダン,公益財団法人,長野県,2100005000231,380-0921,長野県長野市大字栗田711番地(新光電気工業株式会社内),026-283-1000,藤田 正美,https://www.shinko.co.jp/hokushin/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
地域社会の健全な発展を目的とする事業",長野県出身の理工及び医療系の大学(短期大学、大学院を含む)、高等専門学校(専攻科を含む)(以下これらを総称して「大学等」という)の学生、及び、長野県内の理工及び医療系の大学等の学生に対する奨学金支給事業,
21957,A023325,公益財団法人みんなの夢をかなえる会,コウエキザイダンホウジンミンンナノユメヲカナエルカイ,公益財団法人,内閣府,9010805002058,144-0043,東京都大田区羽田1丁目1番3号,03-5737-2727,渡邉 美樹,http://minnanoyume.org,04月01日~03月31日,"勤労意欲のある者に対する就労の支援を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業",国内外に在住する者に対して、夢を持ち、夢が実現するように、夢アワード、各種セミナーの開催、ウエブサイト等による普及、啓発、支援を中心とした諸活動を行う。,【証明】公益財団法人みんなの夢をかなえる会〔税額控除〕.pdf
21960,A006110,公益財団法人三徳庵,コウエキザイダンホウジンサントクアン,公益財団法人,内閣府,1011105005337,160-0017,東京都新宿区左門町20番地,03-5379-0753,田中 秀隆,http://www.santokuan.or.jp/index2.html,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
文化及び芸術の振興を目的とする事業",茶道文化研究を実施・顕彰・助成のレベルで推進するにとどまらず、茶道文化体験の普及を実施する中で、茶道文体験を普及することのできる人材の養成も行うことで、茶道文化普及の永続化を計る。,
21961,A015843,公益財団法人草加市スポーツ協会,コウエキザイダンホウジンソウカシスポーツキョウカイ,公益財団法人,埼玉県,6030005005746,340-0022,埼玉県草加市瀬崎6丁目31番1号草加市スポーツ健康都市記念体育館内,048-928-6361,谷古宇 勘司,http://www.soka-taikyo.org/toppage.index.htm,04月01日~03月31日,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業,スポーツを通じて市民の健康増進と体力向上を図り、健康で明るい草加市民の育成に寄与し、豊かな人間性を涵養することを目的とする事業,【証明】公益財団法人草加市スポーツ協会〔税額控除〕
21966,A015516,公益財団法人インテリジェント・コスモス学術振興財団,コウエキザイダンホウジンインテリジェントコスモスガクジュツシンコウザイダン,公益財団法人,内閣府,6370005000168,989-3204,宮城県仙台市青葉区南吉成6丁目6番地の3,022-303-3633,沢田康次,http://www3.ic-net.or.jp/~incos/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業、
地域社会の健全な発展を目的とする事業",青森県、岩手県、宮城県、秋田県、山形県、福島県及び新潟県を対象に自然科学研究に対する助成及び国際的研究交流に対する助成を行う。,
21977,A015223,公益財団法人鹿児島県生活衛生営業指導センター,コウエキザイダンホウジンカゴシマケンセイカツエイセイエイギョウシドウセンター,公益財団法人,鹿児島県,6340005007604,892-0838,鹿児島県鹿児島市新屋敷町16番213号,099-222-8332,肥後 辰彦,https://kagoshima-seiei.org/,04月01日~03月31日,"公衆衛生の向上を目的とする事業、
一般消費者の利益の擁護又は増進を目的とする事業",生活衛生関係営業を利用する者又は消費者の利益の擁護をはかるため、鹿児島県における生活衛生関係営業の経営の健全化及び振興を通じてその衛生水準の維持向上を図ることを目的に相談指導事業等を行う。,
21985,A015921,公益財団法人康楽会,コウエキザイダンホウジンコウラクカイ,公益財団法人,徳島県,6480005005973,771-0212,徳島県板野郡松茂町中喜来字中須20番地,088-699-2414,三木 緑,,04月01日~03月31日,学術及び科学技術の振興を目的とする事業,徳島大学の専任教員および学生の学術振興を目的とした助成および表彰,
21991,A023385,公益財団法人東京都立戸山高等学校校友会,コウエキザイダンホウジントウキョウトリツトヤマコウトウガッコウコウユウカイ,公益財団法人,内閣府,1011105000172,162-0052,東京都新宿区戸山3丁目19番1号東京都立戸山高等学校内,03-6709-6428,中山 一夫,http://toyamaob.org/koyukai,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
文化及び芸術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
国土の利用、整備又は保全を目的とする事業",施設の維持管理、造林およびその育成、教育活動助成,【証明】公益財団法人 東京都立戸山高等学校校友会(税額控除)
21995,A006287,公益財団法人大和証券財団,コウエキザイダンホウジンダイワショウケンザイダン,公益財団法人,内閣府,7010005016612,104-0031,東京都中央区京橋1丁目2番1号大和八重洲ビル,03-5555-4640,日比野 隆司,https://www.daiwa-grp.jp/dsz/,04月01日~03月31日,"公衆衛生の向上を目的とする事業、
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業",福祉、医療に関するボランティア団体の活動支援やボランティア精神の普及啓発活動等を行い、福祉の向上に資すること。及び、生活習慣病をはじめとした中高年、高齢者の病気の予防と治療に関する研究の助成事業。,
21997,A015248,公益財団法人21あおもり産業総合支援センター,コウエキザイダンホウジンニジュウイチアオモリサンギョウソウゴウシエンセンター,公益財団法人,青森県,8420005006793,030-0801,青森県青森市新町2丁目4番1号青森県共同ビル7階,017-777-4066,堤 静子,https://www.21aomori.or.jp/,04月01日~03月31日,地域社会の健全な発展を目的とする事業,県内の中小企業者等に対し、研究開発から事業化、販路開拓までの一貫した支援を行い、企業振興、新産業育成及び新事業の創出の促進を図り、もって青森県の産業の活性化と活力のある地域づくりに寄与する。,
22016,A023447,公益財団法人菅野美術館,コウエキザイダンホウジンカンノビジュツカン,公益財団法人,宮城県,6370605000625,985-0042,宮城県塩竈市玉川3丁目4番15号,022-361-1222,菅野 喜與,http://www.kanno-museum.jp,04月01日~03月31日,文化及び芸術の振興を目的とする事業,所蔵作品である西洋近代彫刻の展示・保存ならびに企画展の実施、コンサートや講演会等のイベント開催を通して高質な文化を提供し、地域の芸術文化の振興に寄与することを目的としている。,税額控除に係る証明書(公益財団法人菅野美術館)
22028,A015430,公益財団法人長崎県育英会,コウエキザイダンホウジンナガサキケンイクエイカイ,公益財団法人,長崎県,9310005000716,850-0035,長崎県長崎市元船町17番1号長崎県大波止ビル3階,095-895-7530,前川 謙介,http://www.n-ikuei.jp/,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,奨学金事業,
22036,A015036,公益財団法人静岡県特産野菜生産出荷安定資金協会,コウエキザイダンホウジンシズオカケントクサンヤサイセイサンシュッカアンテイシキンキョウカイ,公益財団法人,静岡県,4080005001437,422-8006,静岡県静岡市駿河区曲金3丁目8番1号,054-284-9714,松永 大吾,,04月01日~03月31日,国民生活に不可欠な物資、エネルギー等の安定供給の確保を目的とする事業,県内で計画生産された野菜を不特定多数の消費者に安定供給し、市場価格が著しく低落した場合に価格差補給交付金交付及び産地育成に係る交付金交付等の事業を行い、野菜生産農家の経営安定に資する。,
22037,A006041,公益財団法人熊本県武道振興会,コウエキザイダンホウジンクマモトケンブドウシンコウカイ,公益財団法人,熊本県,3330005000190,862-0950,熊本県熊本市中央区水前寺5丁目23番2号熊本武道館内,096-383-4912,河津 修司,http://kumabudo.sakura.ne.jp,04月01日~03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",県内の武道の振興に関する事業および青少年の育成指導に関する事業を行い、もって県民福祉の向上に寄与することを目的とする。,
