seqCorp,法人コード,法人の名称,法人の名称フリガナ,法人区分,行政庁,法人番号(JCN),郵便番号,主たる事務所の住所,代表電話番号,代表者の氏名,ホームページアドレス,事業年度,事業の種類,事業の概要,税額控除に係る証明
20711,A006569,公益財団法人茨城県中小企業振興公社,コウエキザイダンホウジン　イバラキケンチュウショウキギョウシンコウコウシャ,－,茨城県,2050005010723,310-0801,茨城県水戸市桜川二丁目２番３５号茨城県産業会館,029-224-5317,宇野　善昌,http://www.iis-net.or.jp/,04月01日～03月31日,"地域社会の健全な発展を目的とする事業、
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業",茨城県内中小企業等の経営基盤の強化，経営革新及び創業の促進に関する事業を行い，茨城県の産業振興に寄与することを目的とする。,
20712,A023945,公益社団法人群馬県子ども会育成連合会,コウエキシャダンホウジングンマケンコドモカイイクセイレンゴウカイ,公益社団法人,群馬県,5070005000950,371-0044,群馬県前橋市荒牧町２番地の１２,027-233-4118,関口　利美,,04月01日～03月31日,児童又は青少年の健全な育成を目的とする事業,子ども会活動の指導及び育成、指導者養成・研修会、子ども会充実発展のための調査研究、子ども会安全教育活動に関する事業、その多目的を達成するための事業。,
20713,,財団法人全国高等学校体育連盟,ザイダンホウジンゼンコクコウトウガッコウタイイクレンメイ,特例財団法人,内閣府,,100-0003,東京都千代田区一ツ橋一丁目1番1号,03-6268-0027,三田　清一,,,,,
20714,,,,,,,,,,,,,,,
20715,A015785,一般社団法人沖縄県舗装業協会,イッパンシャダンホウジンオキナワケンホソウギョウキョウカイ,一般社団法人,沖縄県,,901-2134,沖縄県浦添市港川二丁目２２番５１０２号,098-874-4486,又吉　利克,,05月01日～04月30日,,舗装業界の発展及び技術の向上を図ることを目的として、国民生活及び産業の基盤となる舗装事業に関する調査、研究、研修、社会奉仕活動の事業を行う。,
20716,A006745,一般社団法人山梨県林業研究会,イッパンシャダンホウジンヤマナシケンリンギョウケンキュウカイ,一般社団法人,山梨県,,400-0031,山梨県甲府市丸の内一丁目５番４号恩賜林記念館内,055-235-4391,山瀬　俊彦,,04月01日～03月31日,,林業に関する調査研究及びその受託。林業に関する資料の収集。林業に関する研究会、講演会、懇談会等の開催。などの事業を行い県民の林業に関する知識の普及向上を図る。,
20717,,日本地方新聞協会,シャダンホウジンニホンチホウシンブンキョウカイ,特例社団法人,内閣府,,160-0017,東京都新宿区左門町６－６小野商ビル６０２,03-5379-1531,中島　繁治,,,,,
20718,A006173,公益財団法人学校給食研究改善協会,コウエキザイダンホウジンガッコウキュウショクケンキュウカイゼンキョウカイ,公益財団法人,内閣府,3011105004849,160-0004,東京都新宿区四谷３丁目１２番地サワノボリビル７階,03-3357-6755,田中　壮一郎,https://www.gakkyu.or.jp/,04月01日～03月31日,児童又は青少年の健全な育成を目的とする事業,学校給食に関する調査研究、改善等に資する事業を行うとともに学校給食を通じた食育の推進を図り、学校給食事業の向上発展に寄与し、児童・生徒の心身の健康に資する活動を実施する。,【証明】公益財団法人学校給食研究改善協会〔税額控除〕
20719,A023488,一般財団法人埼玉県遺族連合会,イッパンザイダンホウジンサイタマケンイゾクレンゴウカイ,一般財団法人である移行法人,埼玉県,9030005000406,330-0062,埼玉県さいたま市浦和区仲町２丁目１３番８号ほまれ会館内,048-829-2025,江田　肇,,04月01日～03月31日,,英霊の顕彰並びに慰霊に関する事業、遺族の処遇向上に関する事業など,
20720,A023201,公益財団法人精義塾,コウエキザイダンホウジン　セイギジュク,公益財団法人,東京都,8010005002842,112-0006,東京都文京区小日向１丁目２１番１３号,03-3947-6565,和田　雄志,http://www.seigijuku-school.org,04月01日～03月31日,児童又は青少年の健全な育成を目的とする事業,"岡山県に縁故を有する学生の首都圏における修学のため塾舎を供し、併せて学生の智徳
研磨及び心身修練を支援することにより、青少年の健全な育成に寄与する。",【税額控除証明書】公益財団法人精義塾_令和５年６月12日~令和10年6月11日
20721,A006885,公益財団法人長崎県市町村振興協会,コウエキザイダンホウジンナガサキケンシチョウソンシンコウキョウカイ,公益財団法人,長崎県,1310005000756,850-0875,長崎県長崎市栄町４番９号長崎県市町村会館４階,095-811-4955,理事長　古庄　剛,http://www.nagasaki-shinkou.or.jp,04月01日～03月31日,地域社会の健全な発展を目的とする事業,長崎県内の市町の健全な発展を図るために、市町村振興宝くじの収益金等を活用し、助成・資金交付・資金貸付事業等、市町を支援する事業を行い、もって住民福祉の増進に資することを目的としている。,
20722,A014691,公益社団法人広島県建築士会,コウエキシャダンホウジンヒロシマケンケンチクシカイ,公益社団法人,広島県,2240005000779,730-0052,広島県広島市中区千田町３丁目７番４７号,082-244-6830,井本　健一,https://www.k-hiroshima.or.jp/,04月01日～03月31日,"地域社会の健全な発展を目的とする事業、
一般消費者の利益の擁護又は増進を目的とする事業",建築士の品位の向上及びその業務の進歩改善に資するため、建築技術に関する研修及び指導、調査研究、各種講習会並びに建築士法に基づく事業を行っている。,
20723,,,,,,,,,,,,,,,
20724,A015700,一般財団法人諏訪自動車協会,イッパンザイダンホウジンスワジドウシャキョウカイ,一般財団法人である移行法人,長野県,3100005010799,393-0000,長野県諏訪郡下諏訪町赤砂崎１０７９５番地,0266-27-9206,濱　康幸,http://www.suwaauto.sakura.ne.jp,04月01日～03月31日,,"自動車整備士等の育成施設の貸与　車検に係る予備検査施設の貸与
自動車検査登録申請代行業務　自動車重量税印紙販売業務　家屋の賃貸",
20725,A023445,一般財団法人福井県内水面漁業振興会,イッパンザイダンホウジンフクイケンナイスイメンギョギョウシンコウカイ,一般財団法人である移行法人,福井県,1210005000072,910-0816,福井県福井市中ノ郷町３４－１０,0776-60-1180,原田　進男,,04月01日～03月31日,,内水面漁業の資源の保護・育成、漁場環境の調査・保全及び内水面漁業の経営指導等に関する事業を行う。,
20726,A015690,一般社団法人春日井建設協会,イッパンシャダンホウジンカスガイケンセツキョウカイ,一般社団法人である移行法人,愛知県,7180005008221,486-0837,愛知県春日井市春見町４４番地,0568-81-6874,髙栁　通,http://www7.ocn.ne.jp/~kasugaik/,04月01日～03月31日,,建設業の堅実な発展を図り、もって社会公共の福祉の増進に寄与する。,
20727,A023595,一般社団法人山梨県聴覚障害者協会,イッパントクレイシャダンホウジンヤマナシケンチョウカクショウガイシャキョウカイ,一般社団法人,山梨県,2090005001264,400-0053,山梨県甲府市大里町４２２５－１コアタウン６号,055-269-6694,小椋　武夫,,04月01日～03月31日,,"この法人は、聴覚障害者の社会的地位の向上、社会的自立の促進及び聴覚障害者
に対する県民の理解の向上に関する事業を行い、社会資源の充実を目指すことを目
的とする。",
20728,A006112,公益社団法人東京広告協会,コウエキシャダンホウジントウキョウコウコクキョウカイ,公益社団法人,内閣府,8010005018087,104-0061,東京都中央区銀座７丁目４番１７号電通銀座ビル,03-3569-3566,大平　明,http://www.tokyo-ad.or.jp,01月01日～12月31日,"地域社会の健全な発展を目的とする事業、
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業、
一般消費者の利益の擁護又は増進を目的とする事業",広告活動のあり方に関する一般市民との対話、広告関係者や大学生を対象とする人材育成セミナー、講演会などの啓発活動、表彰活動等をとおして、「広告の社会的使命」を推進する事業。,
20729,A014266,一般社団法人群馬県塗装工業会,イッパンシャダンホウジングンマケントソウコウギョウカイ,一般社団法人,群馬県,,370-0857,群馬県高崎市上佐野町１０３８番地４（株式会社六角塗装店内）,027-322-8253,六角　敏三,,04月01日～03月31日,,塗装工事に関する調査研究及び需要開発の努力。重点施策である塗装工事の需要に対して、技術的に施工要領の研究を行い、奉仕事業として、公共建物の塗替工事を実施予定。,
20730,A023178,一般社団法人宮古島観光協会,イッパンシャダンホウジンミヤコジマカンコウキョウカイ,一般社団法人,沖縄県,8360005003830,906-0012,沖縄県宮古島市平良字西里１８７番地２Ｆ,0980-73-1881,豊見山　健児,http://www.miyako-guide.net,04月01日～03月31日,,圏域の観光関連事業の振興・活性化を進展させ、産業・文化の向上と国際親善に寄与し併せて公益に資することを目的に、観光関連情報の発信、観光客の誘致・案内・斡旋等や民家体験泊及び体験学習に関する事業を行う,
20731,,,,,,,,,,,,,,,
20732,A015234,公益財団法人史学会,コウエキザイダンホウジンシガクカイ,公益財団法人,内閣府,7010005018922,113-0033,東京都文京区本郷７丁目３番１号東京大学文学部内,03-5841-3731,吉澤誠一郎,http://www.shigakukai.or.jp,04月01日～03月31日,学術及び科学技術の振興を目的とする事業,『史学雑誌』の発行・頒布等、大会並びに講演会・シンポジウム等の開催を通じて、史学研究の発展をめざすとともに、最新の研究成果を社会に普及し、歴史認識の深化と知的文化の向上とに貢献する活動を行っている。,
20733,A006215,一般社団法人千葉県環境保全センター,イッパンシャダンホウジンチバケンカンキョウホゼンセンター,一般社団法人である移行法人,千葉県,5040005001183,260-0024,千葉県千葉市中央区中央港１丁目１１番１号,043-245-4222,伊藤　公一,http://www.kankyohozen.com/,04月01日～03月31日,,浄化槽の保守点検及び清掃並びに一般廃棄物収集運搬等を業とする者の団体事務,
20734,,,,,,,,,,,,,,,
20735,A006413,一般財団法人西宮市職員自治振興会,イッパンザイダンホウジンニシノミヤシショクインジチシンコウカイ,一般財団法人である移行法人,兵庫県,8140005015765,662-0918,兵庫県西宮市六湛寺町１０番３号西宮市役所内,0798-35-3332,宮島　茂敏,,04月01日～03月31日,,西宮市職員の厚生・互助事業,
20736,A023384,一般社団法人マナヅル文化ホール,イッパンシャダンホウジンマナヅルブンカホール,一般社団法人である移行法人,徳島県,3480005005497,778-0001,徳島県三好市池田町ウヱノ２６６１番地１,0883-72-0066,真鍋　順紀,,04月01日～03月31日,,パストラルホールの建物・設備を管理・運営し、音楽を中心とした芸術技芸の理解を深めるための各種事業を行う。,
20737,A015319,公益財団法人川崎市看護師養成確保事業団,コウエキザイダンホウジンカワサキシカンゴシヨウセイカクホジギョウダン,－,神奈川県,7020005010300,213-0011,神奈川県川崎市高津区久本１丁目４番１号,044-856-9221,宮川弘一,http://www.kawasakikango.jp/,04月01日～03月31日,"公衆衛生の向上を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",看護師の養成並びに看護職の確保及び看護職の資質向上のための事業を行うことにより、川崎市域における医療供給体制の充実に寄与し、もって市民の健康の保持、増進及び公衆衛生の向上に資することを目的とする。,
20738,A023703,一般財団法人龍雲山三浦霊場満願所,イッパンザイダンホウジンリュウウンザンミウラレイジョウマンガンショ,一般財団法人である移行法人,内閣府,8021005008548,238-0102,神奈川県三浦市南下浦町菊名１２６０番地,080-6881-6803,丸山　雪夫,,04月01日～03月31日,,,
20739,A016506,一般社団法人新潟県融雪技術協会,シャダンホウジンニイガタケンユウセツギジュツキョウカイ,一般社団法人,新潟県,,950-0965,新潟県新潟市中央区新光町6番地1興和ビル,025-282-1114,小松崎　通雄,http://www.yuusetsu.com/,04月01日～03月31日,,新潟県における消融雪技術の向上・改善に資するため研究・研修・啓蒙等の消融雪の振興事業と専門技術書の販売事業を行い、地域社会の繁栄と公共の利益に寄与する事業を行う。,
20740,A006024,公益社団法人茨木納税協会,コウエキシャダンホウジンイバラキノウゼイキョウカイ,公益社団法人,大阪府,3120905003116,567-0881,大阪府茨木市上中条１丁目９番２５号,072-622-6922,須戸 裕治,http://www.nk-net.co.jp/ibaraki/,04月01日～03月31日,国政の健全な運営の確保に資することを目的とする事業,本会は、税務行政の円滑な執行に寄与するため、各種講習会や相談会、機関紙・会報誌等の配布、税務広報等を実施するとともに、企業経営の健全な発展と地域社会の発展に寄与するための講演会等を実施している。,
20741,A014326,一般社団法人広島西青色申告会,イッパンシャダンホウジンヒロシマニシアオイロシンコクカイ,一般社団法人,広島県,6240005012738,730-0802,広島県広島市中区本川町２丁目４番１０号,082-293-4146,田中　穂積,,04月01日～03月31日,,誠実な記帳と適正な申告の普及徹底を図るとともに、租税に関する調査研究を行い、もって、納税道義の高揚及び公平な税制と円滑な税務行政の確立、事業経営の健全な発展に寄与する。,
20742,A006185,一般財団法人岐阜県教職員互助会,イッパンザイダンホウジンギフケンキョウショクインゴジョカイ,一般財団法人である移行法人,岐阜県,3200005000146,500-8875,岐阜県岐阜市柳ケ瀬通６丁目１４番地ホテルグランヴェール岐山内,058-262-4674,梅村　高志,https://www.gikyogo.jp/,04月01日～03月31日,,"教育、文化、芸術の振興を目的とする事業、現職及び退職教職員の福祉の増進に関する事業、
児童又は青少年の健全な育成を目的とする事業を行っている。",
20743,A023416,一般社団法人大山田農林業公社,イッパンシャダンホウジンオオヤマダノウリンギョウコウシャ,一般社団法人である移行法人,三重県,3190005005618,518-1422,三重県伊賀市平田１０３番地,0595-47-0151,上田　賢博,http://www.noringyo.or.jp,04月01日～03月31日,,この法人は、農地保全管理に関する事業、地域の活性化に関する事業を行い、もって農林業者の経済的社会的地位の向上を図ることを目的とする。,
20744,A015487,公益社団法人伊野法人会,コウエキシャダンホウジンイノホウジンカイ,公益社団法人,高知県,4490005006023,781-1103,高知県土佐市高岡町丙５０番地７,088-852-4662,森澤　正博,https://hojinkai.zenkokuhojinkai.or.jp/ino/,04月01日～03月31日,"国政の健全な運営の確保に資することを目的とする事業、
地域社会の健全な発展を目的とする事業",伊野税務署管内において、税知識の普及と納税意識の高揚のため、研修会、説明会、講習会、広報活動、適正な税制についての提言を行うとともに、中小企業の発展と地域社会への貢献を目的に事業を行っています。,
20745,,,,,,,,,,,,,,,
20746,,,,,,,,,,,,,,,
20747,A006251,公益財団法人神奈川産業振興センター,コウエキザイダンホウジンカナガワサンギョウシンコウセンター,公益財団法人,神奈川県,2020005009776,231-0015,神奈川県横浜市中区尾上町５丁目８０番地神奈川中小企業センタービル,045-633-5000,武井　政二,http://www.kipc.or.jp/,04月01日～03月31日,公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業,中小企業者等の経営基盤の強化や新規創業及び新分野進出促進に関する事業。,
20748,A023324,一般社団法人岩手県手をつなぐ育成会,イッパンシャダンホウジンイワテケンテヲツナグイクセイカイ,一般社団法人,岩手県,1400005000136,020-0831,岩手県盛岡市三本柳８地割１番地３ふれあいランド岩手内,019-637-7558,中野　信男,なし,04月01日～03月31日,,知的障がい者及びその家族の福祉の増進に寄与するため、社会参加促進事業等を行う。,
20749,A014630,一般社団法人佐賀県建築士事務所協会,イッパンシャダンホウジンサガケンケンチクシジムショキョウカイ,一般社団法人である移行法人,佐賀県,5300005000035,840-0041,佐賀県佐賀市城内２丁目２番３７号,0952-22-3541,内田　要,http://sagakjk.com/,04月01日～03月31日,,本会は、建築士の品位の保持及びその業務の進歩改善を図り、会員相互の和親協力等を講じ、もって公共の福祉、地域社会の健全な発展と建築文化の振興に寄与することを目的とする。,
20750,A006298,公益財団法人安川電機育英会,コウエキザイダンホウジンヤスカワデンキイクエイカイ,公益財団法人,福岡県,3290805004313,806-0004,福岡県北九州市八幡西区黒崎城石２番１号,093-645-8802,小笠原　浩,,04月01日～03月31日,児童又は青少年の健全な育成を目的とする事業,この法人は、世界に通用する優秀な技術者の人材育成に資するために、福岡県内の高等学校を卒業し、資質優秀にして、大学および大学院の理工系に進学する者に対し学費を援助して修学を助け、もって有為の人材を育成することを目的とする。,
20751,A015404,一般財団法人北斎館,イッパンザイダンホウジンホクサイカン,一般財団法人である移行法人,長野県,4100005010823,381-0201,長野県上高井郡小布施町大字小布施４８５番地,026-247-5206,市村　次夫,http://hokusai-kan.com,04月01日～03月31日,,葛飾北斎の書画などの美術作品の収集・保存・一般公開し、北斎に関する・資料調査研究と普及を図り、学術文化の振興とともに、歴史と文化の町小布施の魅力を全国に発信し、地域文化の向上と経済の振興に寄与する。,
20752,A023601,一般財団法人セイコきもの文化財団,イッパンザイダンホウジンセイコキモノブンカザイダン,一般財団法人である移行法人,内閣府,2010505000062,110-0005,東京都台東区上野１丁目２０番１１号,03-5807-8338,小泉　寛明,http://www.seikokimono.or.jp,04月01日～03月31日,,きもの、及びきものに関する資料収集とその公開、調査研究等を通じた我が国きもの文化の普及向上事業、並びにきもの文化を通じた海外交流事業等。,
20753,,,,,,,,,,,,,,,
20754,A023910,一般社団法人埼玉県経営合理化協会,イッパンシャダンホウジンサイタマケンケイエイゴウリカキョウカイ,一般社団法人,埼玉県,5030005000590,330-0854,埼玉県さいたま市大宮区桜木町１丁目７番地５,048-645-2338,菊池　勇,http://www.saitama-gourika.jp,04月01日～03月31日,,埼玉県中小企業の経営合理化を促進し、その企業体質を改善強化して経営的地位の向上を図り、本県産業の発展に寄与するため、講習会、研修会等の開催、情報提供を行っています。,
20755,A015753,一般社団法人坂井郡建設業協会,イッパンシャダンホウジンサカイグンケンセツギョウキョウカイ,一般社団法人,福井県,1210005004016,913-0043,福井県坂井市三国町錦４丁目１番２４号,0776-82-0014,森　嘉治,,04月01日～03月31日,,建設業に関する技術の向上、経営の進歩改善の為の調査、研究並びに指導。建設業に関する知識の啓発、資料の配布及び連絡。,
20756,A023780,一般社団法人石川県歯科技工士会,イッパンシャダンホウジンイシカワケンシカギコウシカイ,一般社団法人,石川県,5220005000043,920-0024,石川県金沢市西念１丁目１５番７号,076-223-0029,杉本　雄二,,04月01日～03月31日,,歯科技工を通じて歯科医療の向上に資する事業。歯科技工に関する学会及び研修会の開催に関する事業。,
20757,,,,,,,,,,,,,,,
20758,,,,,,,,,,,,,,,
20759,A023048,一般財団法人福岡県学習会館,イッパンザイダンホウジンフクオカケンガクシュウカイカン,一般財団法人,福岡県,6290005001018,810-0001,福岡県福岡市中央区天神５丁目４番５号,092-761-6625,諫山　和昭,,04月01日～03月31日,,各種学習会の開催・会場の提供・講師チューターの派遣・学習教材の普及・資料図書などの整備・各種相談への対応など労働者と労働組合の運動を社会教育の面から支援する事業を行う。,
20760,A014429,一般社団法人日本空調衛生工事業協会,イッパンシャダンホウジンニホンクウチョウエイセイコウジギョウキョウカイ,一般社団法人,内閣府,5010005018775,104-0041,東京都中央区新富２丁目２番７号,03-3553-6431,長谷川　勉,www.nikkuei.or.jp,04月01日～03月31日,,空調衛生設備業界を取り巻く諸課題について調査研究等を行い、国等に対して提言等を実施し、機関誌および参考図書を刊行するとともに、他団体との連携による基幹技能者（配管・ダクト）講習の実施,
20761,A006233,公益社団法人全国乗馬倶楽部振興協会,コウエキシャダンホウジンゼンコクジョウバクラブシンコウキョウカイ,公益社団法人,内閣府,2010905002344,105-0004,東京都港区新橋４丁目５番４号　日本中央競馬会新橋分館5階,03-6402-5800,武宮　忠彦,http://www.jouba.jrao.ne.jp/,04月01日～03月31日,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業,広く一般市民に対し、馬とのふれあいや乗馬に親しむ行事の開催等を行うと共に、安全な乗馬環境を提供するための優良な乗馬施設や乗用馬の整備、乗馬指導者の養成等を図ることで、人々の心身の健全な発展に寄与する。,
20762,A023559,一般財団法人淑水館,イッパンザイダンホウジンシュクスイカン,一般財団法人である移行法人,兵庫県,4140005018722,665-0805,兵庫県宝塚市雲雀丘３丁目７番５号,072-758-8595,瀧澤　健裕,http://www.jttk.zaq.ne.jp/syukusui/,04月01日～03月31日,,この法人は、地域における体育活動及び文化活動の拠点となるべき施設を設置し、幼児、児童及び生徒にこれを利用させることにより、その健全な育成と豊かな人間形成を図ることを目的とする。,
20763,A006108,一般社団法人全日本ピアノ指導者協会,イッパンシャダンホウジンゼンニホンピアノシドウシャキョウカイ,一般社団法人,内閣府,1013305001867,170-0002,東京都豊島区巣鴨１丁目１５番１号,03-3944-1583,福田　成康,http://www.piano.or.jp/,04月01日～03月31日,,ピアノを中心とする音楽指導者の指導法・演奏法の研究を推進し、豊かな人間性の育成を基盤とする音楽教育を振興する事業を行う。,
20764,A015198,一般社団法人大分県労働福祉会館,イッパンシャダンホウジンオオイタケンロウドウフクシカイカン,一般社団法人である移行法人,大分県,9320005000145,870-0035,大分県大分市中央町４丁目２番５号,097-533-1121,嶋崎　龍生,http://www.soleil.jp/,06月01日～05月31日,,労働者の福祉の増進により、労働者の経済的社会的文化的地位の向上を図ることを目的とする事業,
20765,A006801,公益財団法人黒田緑化事業団,コウエキザイダンホウジンクロダリョッカジギョウダン,公益財団法人,大阪府,6120005014572,537-0013,大阪府大阪市東成区大今里南６丁目１番１号,06-6976-0210,黒田　耕司,http://www.kuroda-ryokka.or.jp/,04月01日～03月31日,"地球環境の保全又は自然環境の保護及び整備を目的とする事業、
地域社会の健全な発展を目的とする事業",この法人は、地方公共団体・その他外郭団体等を通じて、大阪府下における緑化事業を行うことによって、大阪府民の生活環境の向上を図り、もって公共の福祉の増進に寄与することを目的とする。,
20766,A023248,公益財団法人福島県臓器移植推進財団,コウエキザイダンホウジンフクシマケンゾウキイショクスイシンザイダン,公益財団法人,福島県,8380005000198,960-8065,福島県福島市杉妻町２番１６号（福島県保健福祉部地域医療課内）,024-521-9027,丸橋　繁,http://www.fukushimaeyebank.or.jp/fukushima-jinbank/mokuji-jin.htm,04月01日～03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
公衆衛生の向上を目的とする事業、
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業","臓器の機能に障害がある者に対する臓器の回復又は寄与に資するため、臓器に関する保健衛生知識の普及啓発を図るとともに、臓器移植のための諸条件整備の援助を行い、もって県民の医療と福祉の向上に寄与することを目的とし、その目的を達成するため、次の事業を行う。
　⑴　臓器移植に関する知識の普及啓発に関する事業
　⑵　臓器移植に関する援助事業
　⑶　臓器移植に係る組織適合検査の助成に関する事業
　⑷　眼球提供者の募集及び登録に関する事業
　⑸　眼球提供のあっせん並びに眼球の摘出及び保存に関する事業
　⑹　その他この法人の目的を達成するために必要な事業",
20767,A015980,一般社団法人日英協会,イッパンシャダンホウジンニチエイキョウカイ,一般社団法人,内閣府,5010005018701,100-0011,東京都千代田区内幸町２丁目２番３号,03-3211-8027,塚本　隆史,http://www.japanbritishsociety.or.jp,04月01日～03月31日,,日英間の文化交流を通じて相互理解と親交を深め、両国間の親善の増進と関係強化に寄与することを目的に、両国の政治、経済、文化等に関する紹介と研究フォーラム等の開催、草の根交流行事の開催等を実施している。,
20768,A006077,公益財団法人日揮・実吉奨学会,コウエキザイダンホウジンニッキサネヨシショウガクカイ,公益財団法人,内閣府,5010005016597,103-0026,東京都中央区日本橋兜町１５番６号製粉会館ビル,03-3666-8020,山﨑　裕,https://www.jgcs.or.jp,04月01日～03月31日,"学術及び科学技術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業","１．理系の日本人学生、外国人留学生に対する奨学金の給付等
２．理系の若手教員に対する研究助成等",
20769,,財団法人高知県自治労会館,ザイダンホウジンコウチケンジチロウカイカン,特例財団法人,高知県,,780-0862,高知県高知市鷹匠町二丁目５番４７号,088-824-0151,折田　晃一,,,,,
20770,A014126,公益財団法人全国高等学校体育連盟,コウエキザイダンホウジンゼンコクコウタイレン,公益財団法人,内閣府,5010005018932,100-0003,東京都千代田区一ツ橋１丁目１番１号,03-6268-0027,岡田　正治,https://www.zen-koutairen.com/,04月01日～03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",高等学校生徒の健全な発達を促すため、全国高等学校総合体育大会等を開催するなどして、体育・スポーツの普及と発展を図っています。,
20771,,社団法人こどもみらい協会,シャダンホウジンコドモミライキョウカイ,特例社団法人,内閣府,,151-0071,東京都渋谷区本町,090-4646-6256,永井　秀輔,,,,,
20772,A015336,一般社団法人東京都医療社会事業協会,イッパンシャダンホウジントウキョウトイリョウシャカイジギョウキョウカイ,一般社団法人,東京都,3011105000402,170-0005,東京都豊島区南大塚３丁目４３番１１号,03-5944-8912,田上　明,http://www.tokyo-msw.com/,04月01日～03月31日,,医療社会事業の普及、向上に寄与する事業、会員の専門的知識、技術の向上に関する事業、医療社会事業に必要な調査研究に関する事業、刊行物の発行に関する事業、その他医療社会事業遂行上必要と認められる事業を行う,
20773,A023141,一般社団法人大津橋会館,イッパンシャダンホウジンオオツバシカイカン,一般社団法人である移行法人,愛知県,4180005005097,460-0002,愛知県名古屋市中区丸の内３丁目４番１０号,052-951-7471,丹羽　秀樹,,04月01日～03月31日,,民主主義普及のため、「愛知政治大学院」を設置し、共に考え、議論を行い、自ら実践するための場を提供し、次代を担う政治家・リーダーを育成するとともに、成績優秀または功績顕著な者の顕彰を行う事業,
20774,A006568,公益社団法人鹿児島県歯科衛生士会,コウエキシャダンホウジンカゴシマケンシカエイセイシカイ,公益社団法人,鹿児島県,6340005005005,892-0841,鹿児島県鹿児島市照国町１３番１５号鹿児島県歯科医師会館内,099-222-4030,下川　真弓,http://kdh8020.com/,04月01日～03月31日,公衆衛生の向上を目的とする事業,歯科衛生士の資質の向上と倫理の高揚をはかることにより、歯科衛生の普及啓発に寄与し、もって県民の健康と福祉の増進に寄与する事業,
20775,,,,,,,,,,,,,,,
20776,A023920,一般財団法人富山産業展示館,イッパンザイダンホウジントヤマサンギョウテンジカン,一般財団法人である移行法人,富山県,6230005000149,939-8224,富山県富山市友杉１６８２番地,076-461-3111,山本　修,http://www.technohall.or.jp/,04月01日～03月31日,,見本市、展示会の開催等のための施設貸与等を通じて、地域経済の健全な発展に寄与する。,
20777,A015388,一般社団法人長井地区歯科医師会,イッパンシャダンホウジンナガイシニシオキタマグンシカイシカイ,一般社団法人である移行法人,山形県,2390005007917,993-0001,山形県長井市ままの上７番１０号,0238-84-6890,長岡美智子,,04月01日～03月31日,,歯科医学、医術の進歩発達と公衆衛生の普及向上とを図るため、歯科医師の教育や地域医療に貢献するための事業を行い、合わせて、会員の親睦を図るための事業を行う。,
20778,,社団法人国際海洋科学技術協会,シャダンホウジンコクサイカイヨウカガクギジュツキョウカイ,特例社団法人,内閣府,,169-0074,東京都新宿区北新宿１－２９－１１,03-6230-4373,立光武彦,,,,,
20779,A006456,公益社団法人大阪府理学療法士会,コウエキシャダンホウジンオオサカフリガクリョウホウシカイ,公益社団法人,大阪府,1120005003398,541-0053,大阪府大阪市中央区本町四丁目6番17号,06-6942-7233,熊崎　大輔,http://www.physiotherapist-osk.or.jp/,04月01日～03月31日,"学術及び科学技術の振興を目的とする事業、
障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
高齢者の福祉の増進を目的とする事業、
公衆衛生の向上を目的とする事業",この法人は、理学療法士の人格、倫理の高揚に努め、学術技能の研鑚し、大阪府下におけ理学療法技術の普及向上を図ると共に、大阪府民の保健・医療・福祉の発展に寄与することを目的とする。,
20780,A015468,公益財団法人脳血管研究所,コウエキザイダンホウジンノウケッカンケンキュウジョ,公益財団法人,内閣府,9070005008338,372-0048,群馬県伊勢崎市大手町１番１号,0270-24-3355,美原　樹,http://mihara-ibbv.jp,04月01日～03月31日,学術及び科学技術の振興を目的とする事業,脳血管障害・神経難病などの神経疾患に対する予防、及び急性期治療から在宅療養に至る一貫した医療・介護に関する基礎的、応用的研究,
20781,A006212,公益社団法人全日本広告連盟,コウエキシャダンホウジン　ゼンニホンコウコクレンメイ,公益社団法人,内閣府,7010005018740,104-0061,東京都中央区銀座７丁目４番１７号電通銀座ビル,03-3569-3566,大平　明,http://www.ad-zenkoren.org,04月01日～03月31日,"学術及び科学技術の振興を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業、
地域社会の健全な発展を目的とする事業、
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業、
一般消費者の利益の擁護又は増進を目的とする事業",人材育成事業、表彰事業、助成事業を通して広告の社会的使命を推進する事業,
